appliance_id,appliance_name,category,subcategory,field_group,field,value,unit,value_min,value_max,status,is_derived,source_tier,source_type,source_url,source_label,test_conditions,verified_date,confidence
air-compressor-pancake,Pancake air compressor,power_tools,portable_air_compressor,duty_cycle,default_duty_cycle,0.7,ratio,,,verified,false,official,brand_product_page,https://californiaairtools.com/product/california-air-tools-8010-ultra-quiet-1-0-hp-oil-free-lightweight-8-gallon-air-compressor/,California Air Tools · 8010 air compressor official specifications,"Manufacturer official specifications, verbatim: Duty Cycle – 70/30 (that is, 7 minutes running out of every 10 minutes)",2026-08-01,high
air-compressor-pancake,Pancake air compressor,power_tools,portable_air_compressor,duty_cycle,cycle_period_min,10,min,,,verified,false,official,brand_product_page,https://californiaairtools.com/product/california-air-tools-8010-ultra-quiet-1-0-hp-oil-free-lightweight-8-gallon-air-compressor/,California Air Tools · 8010 air compressor official specifications,The industry-standard reference period for a 70/30 duty cycle is 10 minutes; the manufacturer does not explicitly state the period length,2026-08-01,medium
air-compressor-pancake,Pancake air compressor,power_tools,portable_air_compressor,duty_cycle,typical_daily_runtime_h,,h,,,unknown,false,,,,,,,unknown
air-compressor-pancake,Pancake air compressor,power_tools,portable_air_compressor,duty_cycle,minutes_per_use,2.75,min,1,2.75,verified,false,official,brand_product_page,https://californiaairtools.com/product/california-air-tools-8010-ultra-quiet-1-0-hp-oil-free-lightweight-8-gallon-air-compressor/,California Air Tools · 8010 air compressor official specifications,Manufacturer specifications: Time to fill tank from empty to full – 165 Seconds (2.75 minutes); Recovery time from 90 PSI to 120 PSI – 60 Seconds,2026-08-01,high
air-fryer,Air fryer,cooking,countertop_convection,electrical,running_watts,1700,W,1500,1800,verified,false,official,brand_manual_pdf,https://images.thdstatic.com/catalog/pdfImages/0d/0db9b236-d1e0-4eda-9129-87fea91fec54.pdf,"COSORI · CP158-AF air fryer instructions for use, specification table","Manufacturer specification table: Power Supply AC 120V, 60Hz; Rated Power 1700W; capacity 5.8 qt/5.5 L",2026-08-01,high
air-fryer,Air fryer,cooking,countertop_convection,electrical,running_watts_low,,W,,,unknown,false,,,,,,,unknown
air-fryer,Air fryer,cooking,countertop_convection,electrical,running_watts_high,1700,W,,,verified,false,official,brand_manual_pdf,https://images.thdstatic.com/catalog/pdfImages/0d/0db9b236-d1e0-4eda-9129-87fea91fec54.pdf,"COSORI · CP158-AF air fryer instructions for use, specification table",Manufacturer-stated rated power,2026-08-01,high
air-fryer,Air fryer,cooking,countertop_convection,electrical,startup_surge_multiplier,,ratio,,,unknown,false,,,,,,,unknown
air-fryer,Air fryer,cooking,countertop_convection,electrical,startup_surge_watts,,W,,,unknown,false,,,,,,,unknown
air-fryer,Air fryer,cooking,countertop_convection,electrical,surge_duration_ms,,ms,,,unknown,false,,,,,,,unknown
air-fryer,Air fryer,cooking,countertop_convection,electrical,motor_type,,,,,unknown,false,,,,,,,unknown
air-fryer,Air fryer,cooking,countertop_convection,electrical,power_factor,,ratio,,,unknown,false,,,,,,,unknown
air-fryer,Air fryer,cooking,countertop_convection,electrical,requires_pure_sine,,,,,unknown,false,,,,,,,unknown
air-fryer,Air fryer,cooking,countertop_convection,electrical,standby_watts,,W,,,unknown,false,,,,,,,unknown
air-fryer,Air fryer,cooking,countertop_convection,duty_cycle,default_duty_cycle,1,ratio,,,verified,false,official,brand_manual_pdf,https://images.thdstatic.com/catalog/pdfImages/0d/0db9b236-d1e0-4eda-9129-87fea91fec54.pdf,"COSORI · CP158-AF air fryer instructions for use, specification table",Conservative value assuming the heating element is continuously on; the manufacturer does not publish the thermostat cycling duty cycle,2026-08-01,low
air-fryer,Air fryer,cooking,countertop_convection,duty_cycle,cycle_period_min,,min,,,unknown,false,,,,,,,unknown
air-fryer,Air fryer,cooking,countertop_convection,duty_cycle,typical_daily_runtime_h,,h,,,unknown,false,,,,,,,unknown
air-fryer,Air fryer,cooking,countertop_convection,duty_cycle,minutes_per_use,5,min,3,5,verified,false,official,brand_manual_pdf,https://images.thdstatic.com/catalog/pdfImages/0d/0db9b236-d1e0-4eda-9129-87fea91fec54.pdf,"COSORI · CP158-AF air fryer instructions for use, specification table","Manufacturer preheat time table: 400°F/205°C takes 5 min, 330°F and below takes 3 min",2026-08-01,medium
air-fryer,Air fryer,cooking,countertop_convection,duty_cycle,typical_uses_per_day,,cycles,,,unknown,false,,,,,,,unknown
aquarium-air-pump,Aquarium air pump,water,aquarium_air_pump,electrical,running_watts,2.8,W,1.5,3.8,verified,false,official,brand_manual_pdf,https://www.aqueon.com/-/media/project/oneweb/aqueon/files/us/instructions/specialty-equipment/quietflow-air-pumps_all-5-sizes-pdf.pdf,"Aqueon · QuietFlow Air Pumps instruction manual, Product Specifications table (five sizes combined)","Manufacturer Product Specifications table, row by row: 06995 Model 10 / 2-10 gallon / 1.5 W / 120V/60Hz; 06996 Model 20 / 11-20 gallon / 1.7 W; 06997 Model 40 / 40 gallon and under / 2.8 W; 06998 Model 60 / 60 gallon and under / 3.2 W; 06999 Model 100 / 100 gallon and under / 3.8 W. The manufacturer prints W directly, not amperage — there is no A×V conversion, so there is no VA-disguised-as-watts pathway here. The reasoning for taking Model 40 as the point value is in watts_distribution_note. The manufacturer does not state the test conditions (such as air outlet fully open/restricted, or back-pressure height).",2026-08-09,high
aquarium-air-pump,Aquarium air pump,water,aquarium_air_pump,electrical,running_watts_low,1.5,W,,,verified,false,official,brand_manual_pdf,https://www.aqueon.com/-/media/project/oneweb/aqueon/files/us/instructions/specialty-equipment/quietflow-air-pumps_all-5-sizes-pdf.pdf,"Aqueon · QuietFlow Air Pumps instruction manual, Product Specifications table",Smallest tier on the same table: 06995 / Model 10 / Recommended Aquarium Size “2-10 gallon” / Wattage “1.5 W” / Voltage “120V/60Hz”. This is a different unit from the 2.8 W tier.,2026-08-09,high
aquarium-air-pump,Aquarium air pump,water,aquarium_air_pump,electrical,running_watts_high,3.8,W,,,verified,false,official,brand_manual_pdf,https://www.aqueon.com/-/media/project/oneweb/aqueon/files/us/instructions/specialty-equipment/quietflow-air-pumps_all-5-sizes-pdf.pdf,"Aqueon · QuietFlow Air Pumps instruction manual, Product Specifications table",Largest tier on the same table: 06999 / Model 100 / Recommended Aquarium Size “100 gallon and under” / Wattage “3.8 W” / Voltage “120V/60Hz”. Likewise a different unit.,2026-08-09,high
aquarium-air-pump,Aquarium air pump,water,aquarium_air_pump,electrical,startup_surge_multiplier,,ratio,,,unknown,false,,,,,,,unknown
aquarium-air-pump,Aquarium air pump,water,aquarium_air_pump,electrical,startup_surge_watts,,W,,,unknown,false,,,,,,,unknown
aquarium-air-pump,Aquarium air pump,water,aquarium_air_pump,electrical,surge_duration_ms,,ms,,,unknown,false,,,,,,,unknown
aquarium-air-pump,Aquarium air pump,water,aquarium_air_pump,electrical,motor_type,,,,,unknown,false,,,,,,,unknown
aquarium-air-pump,Aquarium air pump,water,aquarium_air_pump,electrical,power_factor,,ratio,,,unknown,false,,,,,,,unknown
aquarium-air-pump,Aquarium air pump,water,aquarium_air_pump,electrical,apparent_power_va,,VA,,,unknown,false,,,,,,,unknown
aquarium-air-pump,Aquarium air pump,water,aquarium_air_pump,electrical,requires_pure_sine,,,,,unknown,false,,,,,,,unknown
aquarium-air-pump,Aquarium air pump,water,aquarium_air_pump,electrical,standby_watts,,W,,,unknown,false,,,,,,,unknown
aquarium-air-pump,Aquarium air pump,water,aquarium_air_pump,duty_cycle,default_duty_cycle,1,ratio,,,verified,false,official,brand_manual_pdf,https://www.aqueon.com/-/media/project/oneweb/aqueon/files/us/instructions/specialty-equipment/quietflow-air-pumps_all-5-sizes-pdf.pdf,"Aqueon · QuietFlow Air Pumps instruction manual, Installation Instructions","This 1.0 is a conservative value taken from a plain reading of the documents, not a duty cycle the manufacturer publishes. The manufacturer's installation steps run to five steps total, and the last step reads, verbatim, only “Plug in air pump.” — nowhere in the text is there any switch, timer, or thermostatic control, nor any record of intermittent operation; the three EHEIM pages likewise describe only noise, air outlet, feet, and accessories, with no record of any on/off control. On this basis it is treated as a continuous load. The manufacturer does not state which operating state this power consumption corresponds to.",2026-08-09,low
aquarium-air-pump,Aquarium air pump,water,aquarium_air_pump,duty_cycle,typical_daily_runtime_h,,h,,,unknown,false,,,,,,,unknown
aquarium-air-pump,Aquarium air pump,water,aquarium_air_pump,energy,daily_wh,,Wh,,,unknown,false,,,,,,,unknown
aquarium-heater,Aquarium heater,hvac_heating,aquarium_submersible_heater,electrical,running_watts,100,W,50,300,verified,false,official,brand_manual_pdf,https://www.aqueon.com/-/media/project/oneweb/aqueon/files/us/instructions/heating/glass-adjustable-heater_instruction_all-sizes-pdf.pdf,"Aqueon · Submersible Aquarium Heater instruction manual (TA50/TA100/TA150/TA200/TA300 combined, all sizes, document no. R49903)","Instruction manual cover, verbatim: “Models: TA50 (50W), TA100 (100W), TA150 (150W), TA200 (200W) and TA300 (300W)” “120 Volts, 60 Hz”; the interior Appliance Specification table's 100 W row corresponds to Recommended Aquarium Size “15–40” (US gallons, approx. 57–151 L). This is the nameplate rated power itself, not a value converted from amperage times voltage — the manufacturer does not print amperage, so there is no VA-disguised-as-watts pathway here. The reasoning for taking TA100 as the point value is written in watts_distribution_note; it is a reviewable editorial choice, not a measurement result.",2026-08-09,high
aquarium-heater,Aquarium heater,hvac_heating,aquarium_submersible_heater,electrical,running_watts_low,50,W,,,verified,false,official,brand_manual_pdf,https://www.aqueon.com/-/media/project/oneweb/aqueon/files/us/instructions/heating/glass-adjustable-heater_instruction_all-sizes-pdf.pdf,"Aqueon · Submersible Aquarium Heater instruction manual, Appliance Specification table","Smallest tier on the same Appliance Specification table: Watts “50” / Overall Length “9.0""” / Recommended Aquarium Size “5–20”. Model TA50; this is a different unit from the 100 W tier, not a lower setting on the same unit.",2026-08-09,high
aquarium-heater,Aquarium heater,hvac_heating,aquarium_submersible_heater,electrical,running_watts_high,300,W,,,verified,false,official,brand_manual_pdf,https://www.aqueon.com/-/media/project/oneweb/aqueon/files/us/instructions/heating/glass-adjustable-heater_instruction_all-sizes-pdf.pdf,"Aqueon · Submersible Aquarium Heater instruction manual, Appliance Specification table","Largest tier on the same table: Watts “300” / Overall Length “15.0""” / Recommended Aquarium Size “65–90”. Model TA300; likewise a different unit.",2026-08-09,high
aquarium-heater,Aquarium heater,hvac_heating,aquarium_submersible_heater,electrical,startup_surge_multiplier,,ratio,,,unknown,false,,,,,,,unknown
aquarium-heater,Aquarium heater,hvac_heating,aquarium_submersible_heater,electrical,startup_surge_watts,,W,,,unknown,false,,,,,,,unknown
aquarium-heater,Aquarium heater,hvac_heating,aquarium_submersible_heater,electrical,surge_duration_ms,,ms,,,unknown,false,,,,,,,unknown
aquarium-heater,Aquarium heater,hvac_heating,aquarium_submersible_heater,electrical,motor_type,none,,,,verified,false,official,brand_manual_pdf,https://www.aqueon.com/-/media/project/oneweb/aqueon/files/us/instructions/heating/glass-adjustable-heater_instruction_all-sizes-pdf.pdf,Aqueon · Submersible Aquarium Heater instruction manual (installation diagram and safety notice),"The manufacturer's instruction manual describes no moving parts anywhere in the text: the five parts labeled in Figure 1 are the temperature dial, minimum water level line, indicator light, suction cups, and rubber guard; in the installation steps the manufacturer itself uses “heating element” to refer to the lower section of the unit (original Step 1 note: “DO NOT place suction cups over the heating element portion of the heater”). The features column of the same brand's Pro series manual separately states “No glass components” and “Electronic thermostat”. On this basis it is recorded as having no motor; `load_type=resistive` shares this same source.",2026-08-09,high
aquarium-heater,Aquarium heater,hvac_heating,aquarium_submersible_heater,electrical,power_factor,,ratio,,,unknown,false,,,,,,,unknown
aquarium-heater,Aquarium heater,hvac_heating,aquarium_submersible_heater,electrical,apparent_power_va,,VA,,,unknown,false,,,,,,,unknown
aquarium-heater,Aquarium heater,hvac_heating,aquarium_submersible_heater,electrical,requires_pure_sine,,,,,unknown,false,,,,,,,unknown
aquarium-heater,Aquarium heater,hvac_heating,aquarium_submersible_heater,electrical,standby_watts,,W,,,unknown,false,,,,,,,unknown
aquarium-heater,Aquarium heater,hvac_heating,aquarium_submersible_heater,duty_cycle,default_duty_cycle,1,ratio,,,verified,false,official,brand_manual_pdf,https://www.aqueon.com/-/media/project/oneweb/aqueon/files/us/instructions/heating/pro-adjustable-heater_instructions_all-sizes-pdf.pdf,Aqueon · Fully Submersible Aquarium Heater instruction manual (Power Monitor Light section),"This 1.0 is a conservative ceiling, not a duty cycle the manufacturer publishes, and not a measured average. All the manufacturer's documents support is the fact that “it switches on and off”: the Pro series manual's Power Monitor Light section states, verbatim, “Red: heating” and “Green: aquarium has reached set temperature”; the TA series manual's Step 4 likewise uses the indicator light to distinguish “functioning and in heating mode” from having reached the set temperature. The manufacturer does not publish an on/off time ratio for any tier, and this site does not derive one either — duty cycle depends on ambient room temperature, tank volume, lid, and the set-point temperature differential, all of which are user-side variables. Taking 1.0 means calculating as if the thermostat is calling for heat continuously; it yields the shortest runtime and the largest power-station threshold, which is the only acceptable rounding direction for a life-support load — underestimating the risk is the destructive direction.",2026-08-09,low
aquarium-heater,Aquarium heater,hvac_heating,aquarium_submersible_heater,duty_cycle,cycle_period_min,,min,,,unknown,false,,,,,,,unknown
aquarium-heater,Aquarium heater,hvac_heating,aquarium_submersible_heater,duty_cycle,typical_daily_runtime_h,,h,,,unknown,false,,,,,,,unknown
aquarium-heater,Aquarium heater,hvac_heating,aquarium_submersible_heater,energy,daily_wh,,Wh,,,unknown,false,,,,,,,unknown
box-fan,Box fan,hvac_cooling,portable_box_fan,electrical,running_watts,80,W,50,80,verified,false,official,brand_product_page,https://lasko.com/products/lasko-20-3-speed-box-fan-with-save-smart-3733-white,Lasko · 3733 20-inch box fan official specifications,"Lasko 3733 official specifications, Performance table: Energy Output 50 W to 80 W; Current 0.6 A to 0.7 A; Voltage 120 V; 3-speed; maximum airflow 1,800 CFM",2026-08-01,high
box-fan,Box fan,hvac_cooling,portable_box_fan,electrical,running_watts_low,50,W,,,verified,false,official,brand_product_page,https://lasko.com/products/lasko-20-3-speed-box-fan-with-save-smart-3733-white,Lasko · 3733 20-inch box fan official specifications,"Manufacturer Energy Output lower bound (low speed), corresponding to 0.6 A",2026-08-01,high
box-fan,Box fan,hvac_cooling,portable_box_fan,electrical,running_watts_high,80,W,,,verified,false,official,brand_product_page,https://lasko.com/products/lasko-20-3-speed-box-fan-with-save-smart-3733-white,Lasko · 3733 20-inch box fan official specifications,"Manufacturer Energy Output upper bound (high speed), corresponding to 0.7 A",2026-08-01,high
box-fan,Box fan,hvac_cooling,portable_box_fan,electrical,startup_surge_multiplier,,ratio,,,unknown,false,,,,,,,unknown
box-fan,Box fan,hvac_cooling,portable_box_fan,electrical,startup_surge_watts,,W,,,unknown,false,,,,,,,unknown
box-fan,Box fan,hvac_cooling,portable_box_fan,electrical,surge_duration_ms,,ms,,,unknown,false,,,,,,,unknown
box-fan,Box fan,hvac_cooling,portable_box_fan,electrical,motor_type,,,,,unknown,false,,,,,,,unknown
box-fan,Box fan,hvac_cooling,portable_box_fan,electrical,power_factor,0.95,ratio,,,verified,false,official,brand_product_page,https://lasko.com/products/lasko-20-3-speed-box-fan-with-save-smart-3733-white,Lasko · 3733 20-inch box fan official specifications,"Back-calculated from the manufacturer's own table, 80 W and 0.7 A @120 V (80/84)",2026-08-01,low
box-fan,Box fan,hvac_cooling,portable_box_fan,electrical,requires_pure_sine,,,,,unknown,false,,,,,,,unknown
box-fan,Box fan,hvac_cooling,portable_box_fan,electrical,standby_watts,0,W,,,verified,false,official,brand_product_page,https://lasko.com/products/lasko-20-3-speed-box-fan-with-save-smart-3733-white,Lasko · 3733 20-inch box fan official specifications,Mechanical rotary switch; power is cut when switched off. The manufacturer does not state this explicitly,2026-08-01,medium
box-fan,Box fan,hvac_cooling,portable_box_fan,duty_cycle,default_duty_cycle,1,ratio,,,verified,false,official,brand_product_page,https://lasko.com/products/lasko-20-3-speed-box-fan-with-save-smart-3733-white,Lasko · 3733 20-inch box fan official specifications,"Continuous load, no thermostat cycling (the manufacturer does not provide a temperature-control feature description)",2026-08-01,medium
box-fan,Box fan,hvac_cooling,portable_box_fan,duty_cycle,typical_daily_runtime_h,,h,,,unknown,false,,,,,,,unknown
box-fan,Box fan,hvac_cooling,portable_box_fan,energy,daily_wh,400,Wh,400,640,verified,false,official,brand_product_page,https://lasko.com/products/lasko-20-3-speed-box-fan-with-save-smart-3733-white,Lasko · 3733 20-inch box fan official specifications,Derived: 50 W (low speed) × 8 h overnight use,2026-08-01,medium
chest-freezer,Chest freezer,refrigeration,chest_freezer,electrical,running_watts,30,W,30,34,verified,true,official,brand_spec_sheet,https://www.midea.com/content/dam/midea-aem/us/freezer/chest-freezers/7-0-cuft-convertible-chest-freezer-with-led-interior-light-mrc07m6aww/ENERGY-GUIDE-MIDEA_MRC07M6AWW-MRC07M6EWW.pdf,Midea · MRC07M6AWW freezer FTC EnergyGuide label,"Two-step derived value. Basis: instantaneous power while the compressor is running, the same basis as duty_cycle. FTC EnergyGuide rated 225 kWh/year ÷ 8760 h = 25.7 W year-round average power; that ÷ the default duty cycle of 0.85 (borrowed from GE's “80% to 90%” basis for refrigerators) = 30.2 W, stored rounded to 30 W.",2026-08-01,low
chest-freezer,Chest freezer,refrigeration,chest_freezer,electrical,running_watts_low,30,W,,,verified,true,official,brand_spec_sheet,https://www.midea.com/content/dam/midea-aem/us/freezer/chest-freezers/7-0-cuft-convertible-chest-freezer-with-led-interior-light-mrc07m6aww/ENERGY-GUIDE-MIDEA_MRC07M6AWW-MRC07M6EWW.pdf,Midea · MRC07M6AWW freezer FTC EnergyGuide label,"Derived, on the basis of instantaneous power while the compressor runs: 225 kWh/year ÷ 8760 h ÷ 0.85 duty cycle = 30.2 W (7.0 cu ft, manual defrost, ENERGY STAR)",2026-08-01,low
chest-freezer,Chest freezer,refrigeration,chest_freezer,electrical,running_watts_high,34,W,,,verified,true,official,brand_product_page,https://www.midea.com/us/Freezers/chest-freezers/midea-chest-freezer-refrigerator-storage.merc07c4baww,Midea · MERC07C4BAWW 7 cu ft chest freezer official specifications,"Derived, on the basis of instantaneous power while the compressor runs: 250 kWh/year ÷ 8760 h ÷ 0.85 duty cycle = 33.6 W (7 cu ft convertible model, 115 V, manual defrost)",2026-08-01,low
chest-freezer,Chest freezer,refrigeration,chest_freezer,electrical,startup_surge_multiplier,5.2,ratio,5.2,5.4,verified,true,official,brand_spec_sheet,https://tproduct.tecumseh.com/Home/PDFURL/AE4456Y-AA1C?Check=Model,Tecumseh · AE4456Y-AA1C compressor data sheet (115 V),Value taken by analogy: Tecumseh commercial compressor LRA/RLA = 5.2× (115 V) / 5.4× (230 V),2026-08-01,low
chest-freezer,Chest freezer,refrigeration,chest_freezer,electrical,startup_surge_watts,,W,,,unknown,false,,,,,,,unknown
chest-freezer,Chest freezer,refrigeration,chest_freezer,electrical,surge_duration_ms,200,ms,100,300,verified,false,official,brand_support_kb,https://copeland.custhelp.com/app/answers/detail/a_id/2348/~/locked-rotor-amperage-(lra),Copeland (Emerson) · technical note on compressor locked-rotor amperage (LRA),Copeland: “lasts from 100 to 300 milliseconds until the rotor starts turning”,2026-08-01,medium
chest-freezer,Chest freezer,refrigeration,chest_freezer,electrical,motor_type,reciprocating_compressor,,,,verified,false,official,brand_spec_sheet,https://tproduct.tecumseh.com/Home/PDFURL/AE4456Y-AA1C?Check=Model,Tecumseh · AE4456Y-AA1C compressor data sheet (115 V),,2026-08-01,low
chest-freezer,Chest freezer,refrigeration,chest_freezer,electrical,power_factor,,ratio,,,unknown,false,,,,,,,unknown
chest-freezer,Chest freezer,refrigeration,chest_freezer,electrical,requires_pure_sine,,,,,unknown,false,,,,,,,unknown
chest-freezer,Chest freezer,refrigeration,chest_freezer,electrical,standby_watts,0,W,,,verified,false,official,brand_product_page,https://www.midea.com/us/Freezers/chest-freezers/midea-chest-freezer-refrigerator-storage.merc07c4baww,Midea · MERC07C4BAWW 7 cu ft chest freezer official specifications,Manual defrost models have no defrost heater or electronic panel standby draw; the manufacturer does not state this explicitly,2026-08-01,low
chest-freezer,Chest freezer,refrigeration,chest_freezer,duty_cycle,default_duty_cycle,0.85,ratio,0.5,1,verified,false,official,brand_support_kb,https://products.geappliances.com/appliance/gea-support-search-content?contentId=19194,GE Appliances · support note on refrigerator compressor run time,"Borrowed from GE's basis for refrigerators, “80% to 90% of the time”; there is no independent source for chest freezers",2026-08-01,low
chest-freezer,Chest freezer,refrigeration,chest_freezer,duty_cycle,cycle_period_min,,min,,,unknown,false,,,,,,,unknown
chest-freezer,Chest freezer,refrigeration,chest_freezer,energy,annual_kwh,225,kWh,225,250,verified,false,official,brand_spec_sheet,https://www.midea.com/content/dam/midea-aem/us/freezer/chest-freezers/7-0-cuft-convertible-chest-freezer-with-led-interior-light-mrc07m6aww/ENERGY-GUIDE-MIDEA_MRC07M6AWW-MRC07M6EWW.pdf,Midea · MRC07M6AWW freezer FTC EnergyGuide label,FTC EnergyGuide label: 225 kWh Estimated Yearly Electricity Use; Chest Freezer • Manual Defrost; Capacity 7.0 Cubic Feet; estimated yearly energy cost $27,2026-08-01,high
chest-freezer,Chest freezer,refrigeration,chest_freezer,energy,daily_wh,616,Wh,616,685,verified,false,official,brand_spec_sheet,https://www.midea.com/content/dam/midea-aem/us/freezer/chest-freezers/7-0-cuft-convertible-chest-freezer-with-led-interior-light-mrc07m6aww/ENERGY-GUIDE-MIDEA_MRC07M6AWW-MRC07M6EWW.pdf,Midea · MRC07M6AWW freezer FTC EnergyGuide label,Derived: 225 kWh/year ÷ 365 days = 616 Wh/day,2026-08-01,medium
coffee-maker,Coffee maker,cooking,coffee_brewer,electrical,running_watts,1400,W,,,verified,false,official,brand_product_page,https://commercial.keurig.com/content/brewers/k1500-series,Keurig · K1500 commercial pod coffee machine official specifications,"Keurig official specifications page: Power 1,400 watts / Voltage 120V. Pod-machine basis, brewing stage",2026-08-01,medium
coffee-maker,Coffee maker,cooking,coffee_brewer,electrical,running_watts_low,,W,,,unknown,false,,,,,,,unknown
coffee-maker,Coffee maker,cooking,coffee_brewer,electrical,running_watts_high,1400,W,,,verified,false,official,brand_product_page,https://commercial.keurig.com/content/brewers/k1500-series,Keurig · K1500 commercial pod coffee machine official specifications,Manufacturer-stated; conditions not specified,2026-08-01,medium
coffee-maker,Coffee maker,cooking,coffee_brewer,electrical,startup_surge_multiplier,,ratio,,,unknown,false,,,,,,,unknown
coffee-maker,Coffee maker,cooking,coffee_brewer,electrical,startup_surge_watts,,W,,,unknown,false,,,,,,,unknown
coffee-maker,Coffee maker,cooking,coffee_brewer,electrical,surge_duration_ms,,ms,,,unknown,false,,,,,,,unknown
coffee-maker,Coffee maker,cooking,coffee_brewer,electrical,motor_type,none,,,,verified,false,official,brand_manual_pdf,https://www.useandcaremanuals.com/pdf/CM1060_IB_11973_00_revised.pdf,BLACK+DECKER · CM1060 coffee maker use and care manual,,2026-08-01,medium
coffee-maker,Coffee maker,cooking,coffee_brewer,electrical,power_factor,,ratio,,,unknown,false,,,,,,,unknown
coffee-maker,Coffee maker,cooking,coffee_brewer,electrical,requires_pure_sine,,,,,unknown,false,,,,,,,unknown
coffee-maker,Coffee maker,cooking,coffee_brewer,electrical,standby_watts,,W,,,unknown,false,,,,,,,unknown
coffee-maker,Coffee maker,cooking,coffee_brewer,duty_cycle,default_duty_cycle,1,ratio,,,verified,false,official,brand_product_page,https://commercial.keurig.com/content/brewers/k1500-series,Keurig · K1500 commercial pod coffee machine official specifications,The brewing stage is treated as continuous full power. No source was found for the keep-warm stage's duty cycle,2026-08-01,low
coffee-maker,Coffee maker,cooking,coffee_brewer,duty_cycle,cycle_period_min,,min,,,unknown,false,,,,,,,unknown
coffee-maker,Coffee maker,cooking,coffee_brewer,duty_cycle,typical_daily_runtime_h,2,h,,,verified,false,official,brand_manual_pdf,https://www.useandcaremanuals.com/pdf/CM1060_IB_11973_00_revised.pdf,BLACK+DECKER · CM1060 coffee maker use and care manual,Manufacturer states the warming plate automatically stops keeping the coffee warm after 2 hours (or can be switched off manually),2026-08-01,medium
coffee-maker,Coffee maker,cooking,coffee_brewer,duty_cycle,typical_uses_per_day,,cycles,,,unknown,false,,,,,,,unknown
coffee-maker,Coffee maker,cooking,coffee_brewer,duty_cycle,minutes_per_use,,min,,,unknown,false,,,,,,,unknown
